Document ID,Image Path,Document Type,Text,X Coordinates,Y Coordinates,Width,Height,Relative Length,Slope,Normalized Coordinates,Category
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,SURNAME,"[0.5371094, 0.6074219, 0.6074219, 0.5371094]","[0.17397882, 0.17549168, 0.19515885, 0.19364598]",0.0703125,0.02118003,3.319754505,0,"[(0.0005245208984375, 0.0002632054765506808), (0.00059318544921875, 0.00026549422087745843), (0.00059318544921875, 0.00029524788199697426), (0.0005245208984375, 0.0002929591225416036)]",Name
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,RAGNAR,"[0.41015625, 0.53125, 0.53125, 0.41015625]","[0.19818456, 0.19969743, 0.23298033, 0.23146747]",0.12109375,0.03479577,3.480128475,0,"[(0.000400543212890625, 0.00029982535552193647), (0.000518798828125, 0.0003021141149773071), (0.000518798828125, 0.00035246645990922844), (0.000400543212890625, 0.00035017771558245084)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,EESNIMI,"[0.4111328, 0.46875, 0.46875, 0.4111328]","[0.24659607, 0.24659607, 0.26626325, 0.26626325]",0.0576172,0.01966718,2.929611668,0,"[(0.000401496875, 0.0003730651588502269), (0.000457763671875, 0.0003730651588502269), (0.000457763671875, 0.00040281883509833585), (0.000401496875, 0.00040281883509833585)]",Name
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,GIVEN,"[0.4794922, 0.52246094, 0.52246094, 0.4794922]","[0.24659607, 0.24659607, 0.26626325, 0.26626325]",0.04296874,0.01966718,2.18479416,0,"[(0.0004682541015625, 0.0003730651588502269), (0.00051021576171875, 0.0003730651588502269), (0.00051021576171875, 0.00040281883509833585), (0.0004682541015625, 0.00040281883509833585)]",Name
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,NAME,"[0.5263672, 0.5683594, 0.5683594, 0.5263672]","[0.24659607, 0.24659607, 0.26626325, 0.26626325]",0.0419922,0.01966718,2.135140879,0,"[(0.00051403046875, 0.0003730651588502269), (0.0005550384765625, 0.0003730651588502269), (0.0005550384765625, 0.00040281883509833585), (0.00051403046875, 0.00040281883509833585)]",Name
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,JANE,"[0.41308594, 0.47558594, 0.47558594, 0.41308594]","[0.27382752, 0.2753404, 0.31013617, 0.30862328]",0.0625,0.03630865,1.721352901,0,"[(0.00040340423828125, 0.0004142625113464448), (0.00046443939453125, 0.00041655128593040845), (0.00046443939453125, 0.0004691923903177004), (0.00040340423828125, 0.0004669036006051437)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,50210283723,"[0.13476562, 0.31347656, 0.31347656, 0.13476562]","[0.73676246, 0.73676246, 0.7685325, 0.7685325]",0.17871094,0.03177004,5.625140541,0,"[(0.00013160705078125, 0.0011146179425113464), (0.000306129453125, 0.0011146179425113464), (0.000306129453125, 0.0011626815431164902), (0.00013160705078125, 0.0011626815431164902)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,7272,"[0.07519531, 0.2529297, 0.2529297, 0.07519531]","[0.816944, 0.816944, 0.871407, 0.871407]",0.17773439,0.054463,3.263396985,0,"[(7.3432919921875e-05, 0.0012359213313161877), (0.00024700166015625, 0.0012359213313161877), (0.00024700166015625, 0.0013183161875945538), (7.3432919921875e-05, 0.0013183161875945538)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,KASUTAJA,"[0.06933594, 0.1484375, 0.1484375, 0.06933594]","[0.8895613, 0.8895613, 0.9107413, 0.9107413]",0.07910156,0.02118,3.73472899,0,"[(6.771087890625e-05, 0.0013457810892586988), (0.00014495849609375, 0.0013457810892586988), (0.00014495849609375, 0.0013778234493192134), (6.771087890625e-05, 0.0013778234493192134)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,ALLKIRI,"[0.15234375, 0.20703125, 0.20703125, 0.15234375]","[0.8895613, 0.8895613, 0.9107413, 0.9107413]",0.0546875,0.02118,2.582034939,0,"[(0.000148773193359375, 0.0013457810892586988), (0.000202178955078125, 0.0013457810892586988), (0.000202178955078125, 0.0013778234493192134), (0.000148773193359375, 0.0013778234493192134)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,HOLDERS,"[0.21972656, 0.2919922, 0.2919922, 0.21972656]","[0.8895613, 0.8895613, 0.9107413, 0.9107413]",0.07226564,0.02118,3.411975449,0,"[(0.00021457671875, 0.0013457810892586988), (0.0002851486328125, 0.0013457810892586988), (0.0002851486328125, 0.0013778234493192134), (0.00021457671875, 0.0013778234493192134)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,SIGNATURE,"[0.29589844, 0.3828125, 0.3828125, 0.29589844]","[0.8895613, 0.8895613, 0.9107413, 0.9107413]",0.08691406,0.02118,4.103591124,0,"[(0.0002889633203125, 0.0013457810892586988), (0.00037384033203125, 0.0013457810892586988), (0.00037384033203125, 0.0013778234493192134), (0.0002889633203125, 0.0013778234493192134)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,KEHTIV,"[0.41015625, 0.46289062, 0.46289062, 0.41015625]","[0.537065, 0.537065, 0.55673224, 0.55673224]",0.05273437,0.01966724,2.681330476,0,"[(0.000400543212890625, 0.0008125037821482602), (0.00045204162109375, 0.0008125037821482602), (0.00045204162109375, 0.0008422575491679274), (0.000400543212890625, 0.0008422575491679274)]",Expiry Date
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,KUNI,"[0.46679688, 0.5, 0.5, 0.46679688]","[0.537065, 0.537065, 0.55673224, 0.55673224]",0.03320312,0.01966724,1.688245021,0,"[(0.000455856328125, 0.0008125037821482602), (0.00048828125, 0.0008125037821482602), (0.00048828125, 0.0008422575491679274), (0.000455856328125, 0.0008422575491679274)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,DATE,"[0.828125, 0.86621094, 0.86621094, 0.828125]","[0.45234492, 0.45234492, 0.4720121, 0.4720121]",0.03808594,0.01966718,1.936522674,0,"[(0.0008087158203125, 0.0006843342208774583), (0.00084590912109375, 0.0006843342208774583), (0.00084590912109375, 0.0007140878971255673), (0.0008087158203125, 0.0007140878971255673)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,OF,"[0.8691406, 0.88964844, 0.88964844, 0.8691406]","[0.45234492, 0.45234492, 0.4720121, 0.4720121]",0.02050784,0.01966718,1.042744308,0,"[(0.0008487701171875, 0.0006843342208774583), (0.0008687973046875, 0.0006843342208774583), (0.0008687973046875, 0.0007140878971255673), (0.0008487701171875, 0.0007140878971255673)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,EXPIRY,"[0.57714844, 0.62402344, 0.62402344, 0.57714844]","[0.537065, 0.537065, 0.55673224, 0.55673224]",0.046875,0.01966724,2.383405094,0,"[(0.0005636215234375, 0.0008125037821482602), (0.000609397890625, 0.0008125037821482602), (0.000609397890625, 0.0008422575491679274), (0.0005636215234375, 0.0008422575491679274)]",Expiry Date
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,24,"[0.41210938, 0.44433594, 0.44433594, 0.41210938]","[0.56732225, 0.56732225, 0.60060513, 0.60060513]",0.03222656,0.03328288,0.968262362,0,"[(0.00040245056640625, 0.0008582787443267777), (0.00043392181640625, 0.0008582787443267777), (0.00043392181640625, 0.0009086310590015129), (0.00040245056640625, 0.0009086310590015129)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,8,"[0.45703125, 0.49023438, 0.49023438, 0.45703125]","[0.56732225, 0.56732225, 0.60060513, 0.60060513]",0.03320313,0.03328288,0.997603873,0,"[(0.000446319580078125, 0.0008582787443267777), (0.00047874451171875, 0.0008582787443267777), (0.00047874451171875, 0.0009086310590015129), (0.000446319580078125, 0.0009086310590015129)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,2027,"[0.5019531, 0.5683594, 0.5683594, 0.5019531]","[0.56732225, 0.56732225, 0.60060513, 0.60060513]",0.0664063,0.03328288,1.995208948,0,"[(0.00049018857421875, 0.0008582787443267777), (0.0005550384765625, 0.0008582787443267777), (0.0005550384765625, 0.0009086310590015129), (0.00049018857421875, 0.0009086310590015129)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,SUGU,"[0.6308594, 0.6699219, 0.6699219, 0.6308594]","[0.36913767, 0.36913767, 0.3903177, 0.3903177]",0.0390625,0.02118003,1.844308058,0,"[(0.0006160736328125, 0.000558453358547655), (0.00065422060546875, 0.000558453358547655), (0.00065422060546875, 0.0005904957639939485), (0.0006160736328125, 0.0005904957639939485)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,SEX,"[0.6845703, 0.71191406, 0.71191406, 0.6845703]","[0.36913767, 0.36913767, 0.3903177, 0.3903177]",0.02734376,0.02118003,1.291016113,0,"[(0.00066852568359375, 0.000558453358547655), (0.00069522857421875, 0.000558453358547655), (0.00069522857421875, 0.0005904957639939485), (0.00066852568359375, 0.0005904957639939485)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,M,"[0.66796875, 0.6904297, 0.6904297, 0.66796875]","[0.40090773, 0.40090773, 0.43419063, 0.43419063]",0.02246095,0.0332829,0.674849547,0,"[(0.000652313232421875, 0.0006065169894099849), (0.00067424775390625, 0.0006065169894099849), (0.00067424775390625, 0.0006568693343419062), (0.000652313232421875, 0.0006568693343419062)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,DOKUMENDI,"[0.41015625, 0.4970703, 0.4970703, 0.41015625]","[0.61724657, 0.61875945, 0.6429652, 0.6414524]",0.08691405,0.02571863,3.379419899,0,"[(0.000400543212890625, 0.0009338072163388806), (0.00048542021484375, 0.0009360959909228442), (0.00048542021484375, 0.0009727158850226929), (0.000400543212890625, 0.0009704272314674736)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,NUMBER,"[0.66308594, 0.72558594, 0.72558594, 0.66308594]","[0.62027234, 0.62027234, 0.6444781, 0.6444781]",0.0625,0.02420576,2.582030062,0,"[(0.00064754486328125, 0.0009383847806354008), (0.00070858001953125, 0.0009383847806354008), (0.00070858001953125, 0.0009750046898638427), (0.00064754486328125, 0.0009750046898638427)]",Document Number
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,DOCUMENT,"[0.5761719, 0.6591797, 0.6591797, 0.5761719]","[0.61875945, 0.62027234, 0.6444781, 0.6429652]",0.0830078,0.02571865,3.227533327,0,"[(0.00056266787109375, 0.0009360959909228442), (0.00064373017578125, 0.0009383847806354008), (0.00064373017578125, 0.0009750046898638427), (0.00056266787109375, 0.0009727158850226929)]",Document Number
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,AC0738138,"[0.41308594, 0.55859375, 0.55859375, 0.41308594]","[0.6565809, 0.6565809, 0.6913767, 0.6913767]",0.14550781,0.0347958,4.181763604,0,"[(0.00040340423828125, 0.0009933145234493192), (0.000545501708984375, 0.0009933145234493192), (0.000545501708984375, 0.0010459556732223903), (0.00040340423828125, 0.0010459556732223903)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,ESTONIA,"[0.62402344, 0.66503906, 0.66503906, 0.62402344]","[0.7216339, 0.7216339, 0.73524964, 0.73524964]",0.04101562,0.01361574,3.012368039,0,"[(0.000609397890625, 0.0010917305597579426), (0.00064945220703125, 0.0010917305597579426), (0.00064945220703125, 0.001112329258698941), (0.000609397890625, 0.001112329258698941)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,KODAKONDSUS,"[0.73535156, 0.84472656, 0.84472656, 0.73535156]","[0.37065053, 0.3721634, 0.39334342, 0.39183056]",0.109375,0.02269289,4.819791573,0,"[(0.0007181167578125, 0.0005607421028744326), (0.00082492828125, 0.0005630308623298033), (0.00082492828125, 0.0005950732526475038), (0.0007181167578125, 0.0005927845083207262)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,CITIZENSHIP,"[0.8564453, 0.9433594, 0.9433594, 0.8564453]","[0.3721634, 0.37367624, 0.39485627, 0.39334342]",0.0869141,0.02269287,3.830017975,0,"[(0.00083637236328125, 0.0005630308623298033), (0.0009212494140625, 0.0005653195763993948), (0.0009212494140625, 0.0005973619818456883), (0.00083637236328125, 0.0005950732526475038)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,EST,"[0.7373047, 0.78515625, 0.7841797, 0.7363281]","[0.40393344, 0.40695915, 0.44024205, 0.43721634]",0.04882815,0.03630861,1.344809124,-34.08038091,"[(0.00072002412109375, 0.0006110944629349471), (0.000766754150390625, 0.0006156719364599092), (0.00076580048828125, 0.0006660242813918306), (0.00071907041015625, 0.0006614468078668683)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,SÜNNIAEG,"[0.7392578, 0.81152344, 0.81152344, 0.7392578]","[0.4493192, 0.45083207, 0.4720121, 0.47049925]",0.07226564,0.0226929,3.184504404,0,"[(0.0007219314453125, 0.0006797567322239031), (0.000792503359375, 0.0006820454916792738), (0.000792503359375, 0.0007140878971255673), (0.0007219314453125, 0.0007117991679273828)]",Date of Birth
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,BIRTH,"[0.89160156, 0.9326172, 0.9326172, 0.89160156]","[0.45234492, 0.45385778, 0.4750378, 0.47352496]",0.04101564,0.02269288,1.807423298,0,"[(0.0008707046484375, 0.0006843342208774583), (0.000910758984375, 0.000686622965204236), (0.000910758984375, 0.0007186653555219365), (0.0008707046484375, 0.0007163766414523449)]",Date of Birth
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,22,"[0.73828125, 0.76953125, 0.76953125, 0.73828125]","[0.48108926, 0.48108926, 0.51437217, 0.51437217]",0.03125,0.03328291,0.938920305,0,"[(0.000720977783203125, 0.000727820363086233), (0.000751495361328125, 0.000727820363086233), (0.000751495361328125, 0.0007781727231467474), (0.000720977783203125, 0.0007781727231467474)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,12,"[0.78125, 0.8066406, 0.8066406, 0.78125]","[0.48108926, 0.48108926, 0.51437217, 0.51437217]",0.0253906,0.03328291,0.762871996,0,"[(0.000762939453125, 0.000727820363086233), (0.0007877349609375, 0.000727820363086233), (0.0007877349609375, 0.0007781727231467474), (0.000762939453125, 0.0007781727231467474)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,2002,"[0.82128906, 0.8876953, 0.8876953, 0.82128906]","[0.48108926, 0.48260212, 0.5173979, 0.515885]",0.06640624,0.03630864,1.828937685,0,"[(0.00080204009765625, 0.000727820363086233), (0.00086688994140625, 0.0007301091074130106), (0.00086688994140625, 0.0007827502269288955), (0.00080204009765625, 0.0007804614220877459)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,ISIKUKOOD,"[0.74121094, 0.81640625, 0.81640625, 0.74121094]","[0.5416036, 0.5416036, 0.56278366, 0.56278366]",0.07519531,0.02118006,3.550287865,0,"[(0.00072383880859375, 0.000819370045385779), (0.000797271728515625, 0.000819370045385779), (0.000797271728515625, 0.0008514124962178518), (0.00072383880859375, 0.0008514124962178518)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,PERSONAL,"[0.83203125, 0.90722656, 0.90722656, 0.83203125]","[0.5416036, 0.5416036, 0.56278366, 0.56278366]",0.07519531,0.02118006,3.550287865,0,"[(0.000812530517578125, 0.000819370045385779), (0.0008859634375, 0.000819370045385779), (0.0008859634375, 0.0008514124962178518), (0.000812530517578125, 0.0008514124962178518)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,CODE,"[0.9111328, 0.9511719, 0.9511719, 0.9111328]","[0.5416036, 0.5416036, 0.56278366, 0.56278366]",0.0400391,0.02118006,1.890414852,0,"[(0.000889778125, 0.000819370045385779), (0.00092887880859375, 0.000819370045385779), (0.00092887880859375, 0.0008514124962178518), (0.000889778125, 0.0008514124962178518)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,55110283517,"[0.7421875, 0.90722656, 0.90722656, 0.7421875]","[0.57488656, 0.5763994, 0.61422086, 0.61270803]",0.16503906,0.0393343,4.195805188,0,"[(0.00072479248046875, 0.0008697224810892588), (0.0008859634375, 0.0008720111951588502), (0.0008859634375, 0.0009292297428139183), (0.00072479248046875, 0.0009269410438729198)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,Ryne,"[0.4560547, 0.5722656, 0.58203125, 0.4658203]","[0.8593041, 0.8033283, 0.85022694, 0.90620273]",0.12597655,0.10287443,1.224566202,4.802432006,"[(0.00044536591796875, 0.0013000062027231467), (0.000558853125, 0.0012153226928895613), (0.000568389892578125, 0.001286273736762481), (0.00045490263671875, 0.0013709572314674736)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,28,"[0.8027344, 0.82714844, 0.82714844, 0.8027344]","[0.7473525, 0.7473525, 0.77912253, 0.77912253]",0.02441404,0.03177003,0.768461345,0,"[(0.0007839203125, 0.0011306391830559757), (0.0008077621484375, 0.0011306391830559757), (0.0008077621484375, 0.0011787027685325265), (0.0007839203125, 0.0011787027685325265)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,10,"[0.83496094, 0.86035156, 0.86035156, 0.83496094]","[0.7473525, 0.7473525, 0.77912253, 0.77912253]",0.02539062,0.03177003,0.799200378,0,"[(0.00081539154296875, 0.0011306391830559757), (0.0008401870703125, 0.0011306391830559757), (0.0008401870703125, 0.0011787027685325265), (0.00081539154296875, 0.0011787027685325265)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,:,"[0.859375, 0.87402344, 0.87402344, 0.859375]","[0.7473525, 0.7473525, 0.77912253, 0.77912253]",0.01464844,0.03177003,0.461077311,0,"[(0.0008392333984375, 0.0011306391830559757), (0.000853538515625, 0.0011306391830559757), (0.000853538515625, 0.0011787027685325265), (0.0008392333984375, 0.0011787027685325265)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,2001,"[0.8652344, 0.91308594, 0.91308594, 0.8652344]","[0.7473525, 0.74886537, 0.78214824, 0.7806354]",0.04785154,0.03479574,1.375212598,0,"[(0.00084495546875, 0.0011306391830559757), (0.00089168548828125, 0.0011329279425113465), (0.00089168548828125, 0.0011832802420574887), (0.00084495546875, 0.001180991527987897)]",User Data
